imageName,arucoAvailable,realT,realR,otherInfo,method,detectedT,detectedR
66.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.8936326403234122, -0.44879918020046217], [0.0, 0.44879918020046217, 0.8936326403234122]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.679412617142537e-05, -4.3383954234932175e-05, 0.12521533301518878]","[0.47260904457053193, -0.00044997276011443947, 0.00012017716854167623]"
67.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.8806193996238411, -0.4738243060525136], [0.0, 0.4738243060525136, 0.8806193996238411]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.673402366653054e-05, -0.00010612600381504867, 0.125276969170373]","[0.49703927057567915, -0.0004658037084022708, 0.00012604357236036676]"
68.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8669055369345617, -0.498472456643493], [0.0, 0.498472456643493, 0.8669055369345617]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.670140851500038e-05, -9.840989278024939e-05, 0.12538377657626526]","[0.5243947597396303, -0.0004817089801894058, 0.0001328973020125627]"
69.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8525019630233464, -0.5227240218713324], [0.0, 0.5227240218713324, 0.8525019630233464]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-2.6108575086291747e-05, -0.00012502911803753534, 0.12543586929345216]","[0.5531299483423056, -0.0017983213503039632, -0.001206798122521574]"
70.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8374201373931495, -0.5465597071578171], [0.0, 0.5465597071578171, 0.8374201373931495]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.656829917541342e-05, -0.00010052627296253581, 0.12541131849105916]","[0.5766327374281736, -0.0005075587404040947, 0.0001463653686035092]"
71.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8216720591649154, -0.5699605487993777], [0.0, 0.5699605487993777, 0.8216720591649154]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.635701727490029e-05, -1.9982651331971555e-05, 0.12517377171669897]","[0.6098188726554339, -0.0005194072588344056, 0.00015497884280840443]"
72.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.8052702575310587, -0.5929079290546405], [0.0, 0.5929079290546405, 0.8052702575310587]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.636773200873886e-05, -0.0001101568085086014, 0.12528943164602915]","[0.6379447007281803, -0.0005289698982639093, 0.00016212251825427977]"
73.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7882277817872235, -0.6153835909567246], [0.0, 0.6153835909567246, 0.7882277817872235]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-2.905583863821303e-05, -0.0001005972072819997, 0.12533159595659676]","[0.6665944634872268, -0.0011989293606699937, -0.0011779454594891617]"
74.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.7705581909502454, -0.6373696528385118], [0.0, 0.6373696528385118, 0.7705581909502454]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.632531016508907e-05, -0.00010014031885546215, 0.12536002613433858]","[0.6944953238585763, -0.0005436956083636089, 0.0001775465109269783]"
75.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7522755429705794, -0.6588486225593249], [0.0, 0.6588486225593249, 0.7522755429705794]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.633703829165979e-05, -7.966607929705482e-05, 0.12542770283262672]","[0.7195036469786747, -0.0005479390793079455, 0.0001843307788244541]"
76.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7333943835477752, -0.6798034114216982], [0.0, 0.6798034114216982, 0.7333943835477752]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.628166913322642e-05, -0.00012420526454165145, 0.12538005030100735]","[0.7482387672971731, -0.000553145085545903, 0.00019241506604023343]"
77.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7139297345578991, -0.7002173477671686], [0.0, 0.7002173477671686, 0.7139297345578991]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.631178713156121e-05, -5.0318160716353984e-05, 0.1254622425736661]","[0.7749515563395809, -0.0005554851724480617, 0.0002000157337732277]"
78.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6938970821021089, -0.7200741902402689], [0.0, 0.7200741902402689, 0.6938970821021089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.613126812395446e-05, -0.00010561491711546556, 0.12518946139752885]","[0.8052526159581864, -0.0005577742435471154, 0.00020809748984361215]"
79.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6733123641858916, -0.7393581407101738], [0.0, 0.7393581407101738, 0.6733123641858916]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.608877521655848e-05, -0.0001092004738690037, 0.12513794782163468]","[0.834736210100038, -0.0005599456377464278, 0.00021681246130674973]"
80.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6521919580387625, -0.7580538568397135], [0.0, 0.7580538568397135, 0.6521919580387625]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.613169823939104e-05, -0.00013045059166894786, 0.12522738592616336]","[0.8632206521966708, -0.0005604192406904294, 0.0002249200474511539]"
81.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6305526670845226, -0.7761464642917568], [0.0, 0.7761464642917568, 0.6305526670845226]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.609844827554711e-05, -8.681989480268591e-05, 0.1251778334270932]","[0.8941364339165341, -0.0005607693625467007, 0.0002344178389889022]"
82.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6084117075724278, -0.7936215685632559], [0.0, 0.7936215685632559, 0.6084117075724278]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.611093711195767e-05, -4.994726209564181e-05, 0.12520353769647619]","[0.9178202746159422, -0.0005595375766412178, 0.00024134579537477953]"
83.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.5857866948799202, -0.8104652664375317], [0.0, 0.8104652664375317, 0.5857866948799202]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-8.508422371877677e-05, 6.112878238505656e-05, 0.12551894054730223]","[0.9490553905017326, 0.003649777318169587, 0.003026507251689616]"
84.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.5626956294978103, -0.8266641570456911], [0.0, 0.8266641570456911, 0.5626956294978103]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.608944180705539e-05, -7.203177251113982e-05, 0.12516880401877534]","[0.9739410447584963, -0.0005569715622874843, 0.0002582283691794396]"
85.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.5391568827090594, -0.842205352528378], [0.0, 0.842205352528378, 0.5391568827090594]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.603334475233586e-05, -5.893471043732488e-05, 0.12506789687946732]","[1.0026606943900744, -0.0005552399903634856, 0.00026726313313606224]"
86.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.5151891819725657, -0.8570764882893701], [0.0, 0.8570764882893701, 0.5151891819725657]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-7.722614598278891e-05, -8.207046997425225e-06, 0.1254826384803044]","[1.0310398697131073, 0.002201762905260743, 0.002166343184235314]"
87.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.49081159602356833, -0.8712657328328698], [0.0, 0.8712657328328698, 0.49081159602356833]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-7.65423485360496e-05, -8.650999392820128e-05, 0.12538393996017344]","[1.062361417097227, 0.00217446946133637, 0.002190773342134937]"
88.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.46604351970253877, -0.8847617971766578], [0.0, 0.8847617971766578, 0.46604351970253877]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.61515852985312e-05, -9.3628995878375e-05, 0.12524351466669417]","[1.0897524239709502, -0.0005468701535997799, 0.0002947491498628691]"
89.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.4409046585246193, -0.8975539438336221], [0.0, 0.8975539438336221, 0.4409046585246193]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.615538289723245e-05, -0.00011270194401550173, 0.12524407308996677]","[1.1164764218028773, -0.0005429840223441615, 0.0003028609727882693]"
90.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.41541501300188666, -0.9096319953545182], [0.0, 0.9096319953545182, 0.41541501300188666]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-7.059832834294091e-05, -4.9413800601771363e-05, 0.1254580587979201]","[1.1450565215932242, 0.0007861099812817116, 0.0012876554621279424]"
91.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.38959486273091826, -0.9209863424251615], [0.0, 0.9209863424251615, 0.38959486273091826]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.628499733151074e-05, -4.897581052241775e-05, 0.12544179534002825]","[1.1722819673375358, -0.0005345521714860536, 0.0003210514435753172]"
92.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.3634647502583194, -0.9316079515116097], [0.0, 0.9316079515116097, 0.3634647502583194]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-7.00285023828351e-05, -7.142316652616667e-05, 0.12549629412743019]","[1.203929557844764, 0.0007660497778224565, 0.0013248849856969083]"
93.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.3370454647370418, -0.9414883720472556], [0.0, 0.9414883720472556, 0.3370454647370418]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.63068032346879e-05, -8.033311691498107e-05, 0.1254531896439116]","[1.230532944803482, -0.0005260292804769672, 0.0003404182168838849]"
94.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.3103580253865087, -0.9506197431561094], [0.0, 0.9506197431561094, 0.3103580253865087]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.619510221937199e-05, -5.9964694398181395e-05, 0.12525211912829415]","[1.2581294010296842, -0.0005214185699108109, 0.00034967557419362817]"
95.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.28342366476969316, -0.9589947999069216], [0.0, 0.9589947999069216, 0.28342366476969316]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.923953314527994e-05, -2.3632191392480542e-05, 0.12554832671407]","[1.2853735496540781, 0.0007459179941198507, 0.0013800254874249962]"
96.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.25626381190046255, -0.9666068790931732], [0.0, 0.9666068790931732, 0.25626381190046255]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.616585120579606e-05, -0.00011791161261055442, 0.12518048197422013]","[1.3147757496162769, -0.0005118465307720386, 0.00036871418475099615]"
97.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.22890007519462802, -0.9734499245343304], [0.0, 0.9734499245343304, 0.22890007519462802]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.632983044385913e-05, -5.9770987711998215e-05, 0.12545279616127178]","[1.3427933508692111, -0.0005056508271242924, 0.0003780574798051155]"
98.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.20135422527825547, -0.9795184918941517], [0.0, 0.9795184918941517, 0.20135422527825547]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.618557533366995e-05, -5.372402064094008e-05, 0.12520019946601507]","[1.3693675413951387, -0.0005005211258273973, 0.00038709025700658895]"
99.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.17364817766693041, -0.9848077530122079], [0.0, 0.9848077530122079, 0.17364817766693041]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.646075504730877e-05, -8.345586990429707e-05, 0.1256564493107428]","[1.3999184717022752, -0.0004948064497179368, 0.00039779884594553876]"
100.png,True,"[0.0, 0.0, 0.1]","[[0.17364817766693041, -0.0, -0.9848077530122079], [0.0, 0.9999999999999999, -0.0], [0.9848077530122079, 0.0, 0.17364817766693041]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-8.345586990507359e-05, -6.646075505175864e-05, 0.12565644931073805]","[0.0004948064507599422, -1.399918471702361, -0.0003977988466268775]"
101.png,True,"[0.0, 0.0, 0.1]","[[0.20135422527825558, -0.0, -0.9795184918941519], [0.0, 1.0, -0.0], [0.9795184918941519, 0.0, 0.20135422527825558]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-5.3724020640936764e-05, -6.618557533367426e-05, 0.1252001994660151]","[0.0005005211258269449, -1.3693675413951385, -0.0003870902570071582]"
102.png,True,"[0.0, 0.0, 0.1]","[[0.22890007519462802, -0.0, -0.9734499245343304], [0.0, 1.0, -0.0], [0.9734499245343304, 0.0, 0.22890007519462802]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-5.9770987736495255e-05, -6.632983044665473e-05, 0.1254527961612353]","[0.000505650827534159, -1.342793350870788, -0.000378057480098873]"
103.png,True,"[0.0, 0.0, 0.1]","[[0.25626381190046255, -0.0, -0.9666068790931732], [0.0, 1.0, -0.0], [0.9666068790931732, 0.0, 0.25626381190046255]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0001179116126113698, -6.616585121498542e-05, 0.12518048197421222]","[0.0005118465332503195, -1.3147757496163912, -0.0003687141861550422]"
104.png,True,"[0.0, 0.0, 0.1]","[[0.28342366476969283, -0.0, -0.9589947999069217], [0.0, 1.0, -0.0], [0.9589947999069217, 0.0, 0.28342366476969283]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-2.3632191373173442e-05, -6.92395331303809e-05, 0.12554832671427751]","[-0.0007459179954584492, -1.28537354965009, -0.00138002548442855]"
105.png,True,"[0.0, 0.0, 0.1]","[[0.3103580253865087, -0.0, -0.9506197431561094], [0.0, 1.0, -0.0], [0.9506197431561094, 0.0, 0.3103580253865087]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-5.996469439838497e-05, -6.619510221976798e-05, 0.125252119128294]","[0.000521418570020461, -1.258129401029708, -0.00034967557425608553]"
106.png,True,"[0.0, 0.0, 0.1]","[[0.3370454647370418, -0.0, -0.9414883720472556], [0.0, 1.0, -0.0], [0.9414883720472556, 0.0, 0.3370454647370418]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-8.033311691513089e-05, -6.630680323495502e-05, 0.12545318964391164]","[0.0005260292805510272, -1.2305329448035, -0.0003404182169263002]"
107.png,True,"[0.0, 0.0, 0.1]","[[0.36346475025831904, -0.0, -0.9316079515116097], [0.0, 1.0, -0.0], [0.9316079515116097, 0.0, 0.36346475025831904]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-7.142316656171471e-05, -7.002850233055258e-05, 0.12549629412698804]","[-0.0007660497726348732, -1.2039295578525933, -0.0013248849745183615]"
108.png,True,"[0.0, 0.0, 0.1]","[[0.38959486273091826, -0.0, -0.9209863424251615], [0.0, 1.0, -0.0], [0.9209863424251615, 0.0, 0.38959486273091826]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-4.897581052294948e-05, -6.628499733232568e-05, 0.125441795340034]","[0.0005345521721007004, -1.172281967337581, -0.0003210514437014486]"
109.png,True,"[0.0, 0.0, 0.1]","[[0.4154150130018865, -0.0, -0.9096319953545183], [0.0, 1.0, -0.0], [0.9096319953545183, 0.0, 0.4154150130018865]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-4.941380059362508e-05, -7.059832834165782e-05, 0.12545805879790153]","[-0.0007861099799031583, -1.1450565215921462, -0.0012876554620578507]"
110.png,True,"[0.0, 0.0, 0.1]","[[0.4409046585246193, -0.0, -0.8975539438336221], [0.0, 1.0, -0.0], [0.8975539438336221, 0.0, 0.4409046585246193]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00011270194401565062, -6.615538289729337e-05, 0.12524407308996827]","[0.0005429840224473432, -1.1164764218028922, -0.0003028609728028122]"
111.png,True,"[0.0, 0.0, 0.1]","[[0.4660435197025389, -0.0, -0.8847617971766576], [0.0, 0.9999999999999999, -0.0], [0.8847617971766576, 0.0, 0.4660435197025389]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-9.36289958787014e-05, -6.615158530169568e-05, 0.1252435146666937]","[0.0005468701555814904, -1.089752423971018, -0.0002947491504922912]"
112.png,True,"[0.0, 0.0, 0.1]","[[0.490811596023568, -0.0, -0.8712657328328699], [0.0, 1.0, -0.0], [0.8712657328328699, 0.0, 0.490811596023568]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-8.65099944626752e-05, -7.654234823194985e-05, 0.12538393995248906]","[-0.0021744693929931238, -1.0623614172919527, -0.0021907733055979914]"
113.png,True,"[0.0, 0.0, 0.1]","[[0.5151891819725657, -0.0, -0.8570764882893701], [0.0, 1.0000000000000002, -0.0], [0.8570764882893701, 0.0, 0.5151891819725657]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-8.2070474121476e-06, -7.722614623542853e-05, 0.12548263847386193]","[-0.0022017630015086255, -1.0310398698820031, -0.0021663432057542676]"
114.png,True,"[0.0, 0.0, 0.1]","[[0.5391568827090597, -0.0, -0.8422053525283779], [0.0, 1.0, -0.0], [0.8422053525283779, 0.0, 0.5391568827090597]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-5.8934710435661135e-05, -6.603334475690714e-05, 0.12506789687949815]","[0.0005552399897985141, -1.0026606943895853, -0.000267263133111902]"
115.png,True,"[0.0, 0.0, 0.1]","[[0.5626956294978103, -0.0, -0.8266641570456911], [0.0, 1.0, -0.0], [0.8266641570456911, 0.0, 0.5626956294978103]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-7.203177251128677e-05, -6.60894418050396e-05, 0.1251688040187749]","[0.0005569715634102882, -0.973941044758544, -0.00025822836907354787]"
116.png,True,"[0.0, 0.0, 0.1]","[[0.5857866948799202, -0.0, -0.8104652664375317], [0.0, 1.0, -0.0], [0.8104652664375317, 0.0, 0.5857866948799202]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[6.112878238690506e-05, -8.508422371505322e-05, 0.1255189405472969]","[-0.003649777316350003, -0.9490553905011896, -0.003026507251607564]"
117.png,True,"[0.0, 0.0, 0.1]","[[0.6084117075724275, -0.0, -0.7936215685632559], [0.0, 0.9999999999999999, -0.0], [0.7936215685632559, 0.0, 0.6084117075724275]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-4.9947262095689297e-05, -6.611093711066308e-05, 0.12520353769647538]","[0.0005595375771134716, -0.9178202746159769, -0.0002413457952998166]"
118.png,True,"[0.0, 0.0, 0.1]","[[0.6305526670845226, -0.0, -0.7761464642917568], [0.0, 1.0, -0.0], [0.7761464642917568, 0.0, 0.6305526670845226]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-8.681989480276592e-05, -6.609844827372236e-05, 0.1251778334270958]","[0.0005607693636006106, -0.8941364339165278, -0.00023441783897484023]"
119.png,True,"[0.0, 0.0, 0.1]","[[0.6521919580387628, -0.0, -0.7580538568397135], [0.0, 1.0, -0.0], [0.7580538568397135, 0.0, 0.6521919580387628]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00013045059166895756, -6.613169823764807e-05, 0.12522738592616192]","[0.0005604192411973527, -0.8632206521967143, -0.00022492004735495422]"
120.png,True,"[0.0, 0.0, 0.1]","[[0.6733123641858916, -0.0, -0.7393581407101739], [0.0, 1.0, -0.0], [0.7393581407101739, 0.0, 0.6733123641858916]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00010920047377681976, -6.608877570724108e-05, 0.12513794782623008]","[0.0005599455408043898, -0.8347362099651272, -0.00021681250229720905]"
121.png,True,"[0.0, 0.0, 0.1]","[[0.6938970821021089, -0.0, -0.7200741902402689], [0.0, 1.0, -0.0], [0.7200741902402689, 0.0, 0.6938970821021089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00010561491711493443, -6.613126808302337e-05, 0.12518946139750958]","[0.0005577742540385043, -0.8052526159585388, -0.0002080974879101454]"
122.png,True,"[0.0, 0.0, 0.1]","[[0.7139297345578991, -0.0, -0.7002173477671686], [0.0, 1.0, -0.0], [0.7002173477671686, 0.0, 0.7139297345578991]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-5.0318160716476574e-05, -6.631178712636795e-05, 0.12546224257367003]","[0.0005554851738813805, -0.7749515563395025, -0.00020001573358189486]"
123.png,True,"[0.0, 0.0, 0.1]","[[0.7333943835477752, -0.0, -0.6798034114216983], [0.0, 1.0, -0.0], [0.6798034114216983, 0.0, 0.7333943835477752]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00012420526454434306, -6.62816689149309e-05, 0.1253800503010706]","[0.0005531451402035028, -0.7482387672959739, -0.00019241505807704454]"
124.png,True,"[0.0, 0.0, 0.1]","[[0.7522755429705794, -0.0, -0.6588486225593249], [0.0, 1.0, -0.0], [0.6588486225593249, 0.0, 0.7522755429705794]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-7.966607980586621e-05, -6.633703734473585e-05, 0.12542770283578944]","[0.0005479391618437476, -0.7195036470124594, -0.0001843307677451424]"
