imageName,arucoAvailable,realT,realR,otherInfo,method,detectedT,detectedR
374.png,True,"[0.0, np.float64(0.24747474747474751), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594845011601, 0.31570947072944966, 1.277027072766829]","[-1.4323869118206231e-07, -3.289411194681902e-10, 8.723834946606684e-13]"
375.png,True,"[0.0, np.float64(0.2575757575757577), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594268652166, 0.3284797147769686, 1.2770269686999351]","[1.7573814674040898e-07, 3.7269940399125645e-10, 8.8353297948045e-13]"
376.png,True,"[0.0, np.float64(0.26767676767676774), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594564850598, 0.3412499987099476, 1.2770270221770363]","[1.4096778297610399e-08, 2.3061751827363773e-11, 8.336526604935417e-13]"
377.png,True,"[0.0, np.float64(0.2777777777777778), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594530933233, 0.35402026722688185, 1.2770270160335526]","[3.0727446516887765e-08, 5.6267190226272655e-11, 7.354805074536689e-13]"
378.png,True,"[0.0, np.float64(0.28787878787878796), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594597570162, 0.3667905408587996, 1.2770270281058935]","[-2.8299256211015993e-09, -1.1372925504410082e-11, 8.462773108905933e-13]"
379.png,True,"[0.0, np.float64(0.297979797979798), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594563144575, 0.37956080928535224, 1.27702702187249]","[1.3495860785475627e-08, 2.013253939919276e-11, 7.56185363489508e-13]"
380.png,True,"[0.0, np.float64(0.3080808080808082), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594527734977, 0.3923310775335757, 1.2770270154649008]","[2.9217622648744082e-08, 4.843168020767815e-11, 6.757471464632826e-13]"
381.png,True,"[0.0, np.float64(0.31818181818181823), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594491469591, 0.4051013456054755, 1.2770270089059281]","[4.4334860842506444e-08, 7.383491527873127e-11, 6.037233070224212e-13]"
382.png,True,"[0.0, np.float64(0.3282828282828284), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094627592067604, 0.4186542340060982, 1.2771321709793044]","[0.07374857457634268, -0.00010087409252785617, 3.724338460261062e-05]"
383.png,True,"[0.0, np.float64(0.33838383838383845), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094626000721377, 0.4314230602343188, 1.2771275461405294]","[0.07196688971686019, -9.645771481475558e-05, 3.650369376136679e-05]"
384.png,True,"[0.0, np.float64(0.3484848484848485), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594520368075, 0.4448310765981541, 1.2770270141433757]","[2.8765118278265915e-08, 4.241427141420981e-11, 6.025355053648672e-13]"
385.png,True,"[0.0, np.float64(0.3585858585858587), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594482931185, 0.4576013443128971, 1.2770270073779566]","[4.2630708422297295e-08, 6.304532383621415e-11, 5.456921896941933e-13]"
386.png,True,"[0.0, np.float64(0.36868686868686873), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007094594556111366, 0.47037161926504695, 1.277027020608132]","[1.359259951413471e-08, 1.7160694406876138e-11, 6.146958662973256e-13]"
387.png,True,"[0.0, np.float64(0.3787878787878789), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
388.png,True,"[0.0, np.float64(0.38888888888888895), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
389.png,True,"[0.0, np.float64(0.3989898989898991), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
390.png,True,"[0.0, np.float64(0.40909090909090917), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
391.png,True,"[0.0, np.float64(0.4191919191919192), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
392.png,True,"[0.0, np.float64(0.4292929292929294), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
393.png,True,"[0.0, np.float64(0.43939393939393945), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
394.png,True,"[0.0, np.float64(0.4494949494949496), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
395.png,True,"[0.0, np.float64(0.45959595959595967), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
396.png,True,"[0.0, np.float64(0.4696969696969697), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
397.png,True,"[0.0, np.float64(0.4797979797979799), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
398.png,True,"[0.0, np.float64(0.48989898989898994), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
399.png,True,"[0.0, np.float64(0.5), 1]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[]
0.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.17364817766693041, 0.9848077530122079], [-0.0, -0.9848077530122079, 0.17364817766693041]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.8651073383555896e-05, -7.453313625930169e-06, 0.12504612704613846]","[-1.3969246224012615, -0.0005971695823589143, -0.0005171855513196243]"
1.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.20135422527825558, 0.9795184918941519], [-0.0, -0.9795184918941519, 0.20135422527825558]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.1235960210094797e-06, -3.698068348700391e-05, 0.1251657426773944]","[-1.3657786005633303, 0.0006640749650137265, 0.0002241454075451192]"
2.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.22890007519462802, 0.9734499245343304], [-0.0, -0.9734499245343304, 0.22890007519462802]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.7381238263342492e-05, -2.452062180284542e-05, 0.12508419856972874]","[-1.3398531715169089, -0.0003143323163235609, 0.0006511153419129716]"
3.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.25626381190046255, 0.9666068790931732], [-0.0, -0.9666068790931732, 0.25626381190046255]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-8.351111098615013e-06, 3.620819013561475e-05, 0.12492753823673869]","[-1.3118241007374682, -1.1289729733745898e-05, -0.0006903335215181353]"
4.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.28342366476969283, 0.9589947999069217], [-0.0, -0.9589947999069217, 0.28342366476969283]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-6.800291035387752e-06, -3.381999483273858e-05, 0.12510048718585587]","[-1.281602593612053, -3.2489351813651806e-05, -0.0007186942026562108]"
5.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.3103580253865087, 0.9506197431561094], [-0.0, -0.9506197431561094, 0.3103580253865087]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[6.664142328270889e-06, -3.007421817818271e-05, 0.12503900113952643]","[-1.2549101386200605, -0.0002647802970292568, 0.00033458997620412084]"
6.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.3370454647370418, 0.9414883720472556], [-0.0, -0.9414883720472556, 0.3370454647370418]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-5.050837496141538e-06, -3.7857706551784175e-06, 0.12501909814847817]","[-1.228054087749091, 0.0003338080522751532, -0.000393498669642993]"
7.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.36346475025831904, 0.9316079515116097], [-0.0, -0.9316079515116097, 0.36346475025831904]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.1987160848964743e-05, 1.4733875704785442e-05, 0.1250150065117771]","[-1.200770253405914, 0.0005537166830747314, -0.0006245174448183287]"
8.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.38959486273091826, 0.9209863424251615], [-0.0, -0.9209863424251615, 0.38959486273091826]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.1083516779508511e-05, -4.140411383102955e-05, 0.1250723854480441]","[-1.1699023051420285, 0.0007724187433746114, -0.000587205384994484]"
9.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.4154150130018865, 0.9096319953545183], [-0.0, -0.9096319953545183, 0.4154150130018865]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-9.78395351636125e-06, -9.902253089607215e-06, 0.12501455039962214]","[-1.141888413507517, 0.001178295565074087, -0.00033996840897171414]"
10.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.4409046585246193, 0.8975539438336221], [-0.0, -0.8975539438336221, 0.4409046585246193]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-6.241791509277919e-06, 1.6748770674361157e-05, 0.12500236027516862]","[-1.113975550044604, 0.00038633178327688005, -0.00039784394001224767]"
11.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.4660435197025389, 0.8847617971766576], [-0.0, -0.8847617971766576, 0.4660435197025389]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[6.750044154991397e-06, 5.589142502429416e-06, 0.12502855043382483]","[-1.0867554058934807, -0.00039965541041999406, 0.0001974017934436031]"
12.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.490811596023568, 0.8712657328328699], [-0.0, -0.8712657328328699, 0.490811596023568]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.1021799080568475e-05, 4.960463193545879e-05, 0.12487538022487468]","[-1.0581735574188498, -0.0003538176179679995, 0.0001922267666928502]"
13.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, -0.0, 0.0], [0.0, 0.5151891819725657, 0.8570764882893701], [-0.0, -0.8570764882893701, 0.5151891819725657]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[8.742825203146518e-07, -2.476460520353359e-05, 0.12497230053033928]","[-1.02665370053637, -6.0903046934522576e-05, -3.526788146826607e-05]"
14.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.5391568827090597, 0.8422053525283779], [-0.0, -0.8422053525283779, 0.5391568827090597]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.057753820488475e-06, -3.534489637958913e-05, 0.1250140977297904]","[-0.9991664347293205, -4.120318332681705e-05, -7.610988786465749e-05]"
15.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.5626956294978103, 0.8266641570456911], [-0.0, -0.8266641570456911, 0.5626956294978103]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-7.918930175179082e-06, -1.9168960261876488e-05, 0.12502436875800685]","[-0.9709669721800024, 0.0005731436135165193, -0.0004480189710197715]"
16.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.5857866948799202, 0.8104652664375317], [-0.0, -0.8104652664375317, 0.5857866948799202]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.563800389153599e-06, -5.841170308489019e-05, 0.1250834234669783]","[-0.943452601139363, 0.00020143148829960246, -0.0002022737447902497]"
17.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.6084117075724275, 0.7936215685632559], [-0.0, -0.7936215685632559, 0.6084117075724275]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.7358942879116858e-06, -3.1103336508621956e-05, 0.12502406171042638]","[-0.9147303575297727, 0.0003129558070388798, -0.00012950703157302225]"
18.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6305526670845226, 0.7761464642917568], [-0.0, -0.7761464642917568, 0.6305526670845226]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[8.533634447261422e-06, 1.0210583930197678e-05, 0.125025951615788]","[-0.8910326960385996, -0.0013117255123759708, 0.00036601107116459035]"
19.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6521919580387628, 0.7580538568397135], [-0.0, -0.7580538568397135, 0.6521919580387628]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-4.8448280087381195e-06, 4.568273895895047e-05, 0.12497027862522035]","[-0.860106883864853, 0.0007107990731784549, -0.00035522092161760336]"
20.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6733123641858916, 0.7393581407101739], [-0.0, -0.7393581407101739, 0.6733123641858916]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.222627486192108e-06, 1.8395738875348535e-05, 0.1249928725860872]","[-0.8315369076572399, 2.7344760448989143e-05, 5.6824518462502975e-05]"
21.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6938970821021089, 0.7200741902402689], [-0.0, -0.7200741902402689, 0.6938970821021089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-9.67577611796505e-06, 2.58342311931334e-05, 0.12494843173190676]","[-0.8019965617114618, 0.0012220060242032523, -0.0004523755173490821]"
22.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7139297345578991, 0.7002173477671686], [-0.0, -0.7002173477671686, 0.7139297345578991]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.9779876590255827e-06, -5.273394044140586e-05, 0.12503959361578412]","[-0.7744177496411655, -0.0002556011646900364, 2.1538326495937843e-05]"
23.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7333943835477752, 0.6798034114216983], [-0.0, -0.6798034114216983, 0.7333943835477752]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-9.003463721641376e-06, 2.6026982740113853e-05, 0.12496350802903931]","[-0.7485609774226117, 0.0009443300134060654, -0.00027532894201684444]"
24.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7522755429705794, 0.6588486225593249], [-0.0, -0.6588486225593249, 0.7522755429705794]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.1012962420862678e-06, -2.3580517217923914e-05, 0.1250191353125584]","[-0.7186101305565238, 4.8625284989313e-06, 1.8947841001203187e-06]"
25.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.7705581909502454, 0.6373696528385118], [-0.0, -0.6373696528385118, 0.7705581909502454]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-4.414919586097398e-06, 2.0006599700297164e-05, 0.1250186790881873]","[-0.6930128204767746, 0.0004937646348343334, -0.00015881306918779238]"
26.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7882277817872235, 0.6153835909567246], [-0.0, -0.6153835909567246, 0.7882277817872235]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[7.124515258547224e-06, -2.0834742916046346e-05, 0.1250124357444127]","[-0.6627486904260541, -0.0010539778058894064, 0.0002746847103284173]"
27.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.8052702575310585, 0.5929079290546404], [-0.0, -0.5929079290546404, 0.8052702575310585]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-5.302213685762064e-06, 3.3411676117355796e-05, 0.12498024315250206]","[-0.6354379752080718, 0.0007859914260651541, -0.0001172500463965924]"
28.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8216720591649151, 0.5699605487993779], [-0.0, -0.5699605487993779, 0.8216720591649151]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.54795961507592e-06, -5.243357993189304e-05, 0.1250059085639218]","[-0.6056727450963268, -0.00032021513791568066, 0.0001662213310590468]"
29.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8374201373931495, 0.5465597071578171], [-0.0, -0.5465597071578171, 0.8374201373931495]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.013368180390644e-06, 9.106895233228305e-06, 0.12497391989313866]","[-0.5767897021437842, 0.00023723168419765238, -0.00015162929424977596]"
30.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8525019630233464, 0.5227240218713324], [-0.0, -0.5227240218713324, 0.8525019630233464]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-6.308611665254646e-06, 1.968800356894713e-05, 0.12519780480576945]","[-0.5479343424472505, 0.00015375587395899244, -0.00022955519991952732]"
31.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8669055369345617, 0.4984724566434931], [-0.0, -0.4984724566434931, 0.8669055369345617]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.3060887707740774e-06, 5.544786414920285e-06, 0.1250254326356317]","[-0.5226785776578137, 0.00016189127136418985, -9.490267692831415e-06]"
32.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8806193996238407, 0.4738243060525137], [-0.0, -0.4738243060525137, 0.8806193996238407]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-8.029238352620953e-06, 4.276955036554243e-05, 0.12499174373416001]","[-0.49397060393388353, 0.0014327165515531728, -0.0002792588638047367]"
33.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.8936326403234122, 0.44879918020046206], [-0.0, -0.44879918020046206, 0.8936326403234122]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[4.6067808268444433e-07, -1.8942848271890104e-05, 0.12504628862044248]","[-0.46786380005820394, 7.5734897742248745e-06, 0.00023177622236423314]"
34.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9059349056813111, 0.42341698911143605], [-0.0, -0.42341698911143605, 0.9059349056813111]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[9.022416117970789e-07, 4.022883177566463e-07, 0.12499610591718212]","[-0.4384391684589273, -0.00014982503670045338, 5.1056722721095494e-05]"
35.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9175164079985194, 0.3976979268911198], [-0.0, -0.3976979268911198, 0.9175164079985194]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-4.892919466396543e-06, -3.240022051928266e-05, 0.12500280853707424]","[-0.41074108691076966, 0.0008154231044943404, -0.00016835668560057258]"
36.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9283679330160726, 0.3716624556603275], [-0.0, -0.3716624556603275, 0.9283679330160726]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[5.117306664126266e-07, -4.925322833352437e-05, 0.1250349979102912]","[-0.37972114475974417, -2.3675170501134488e-05, -2.605959828122896e-06]"
37.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9384808472459367, 0.3453312892753113], [-0.0, -0.3453312892753113, 0.9384808472459367]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.1377446954983332e-06, -1.5001318349194392e-05, 0.12505656082089778]","[-0.35521557756046923, 0.00019979001570255783, -2.1456793317243216e-05]"
38.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9478471048398232, 0.3187253768477895], [-0.0, -0.3187253768477895, 0.9478471048398232]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.011747015707025e-05, -1.2724567620061179e-06, 0.12499343368890907]","[-0.32305979363484694, 0.0016524956914636786, -0.0004641560352617975]"
39.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.956459253990476, 0.29186588607780445], [-0.0, -0.29186588607780445, 0.956459253990476]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.3294976968614787e-06, 6.025892794079722e-05, 0.12499649356357075]","[-0.29327849632509795, -0.00044838496672154144, -0.00022728974060984348]"
40.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9643104428603411, 0.2647741864126726], [-0.0, -0.2647741864126726, 0.9643104428603411]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[7.232950364086399e-07, -1.4352514651114071e-05, 0.12494161098465041]","[-0.26560818213300197, -0.00013869052523271164, 3.291276299836315e-05]"
41.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9713944250328961, 0.23747183204542235], [-0.0, -0.23747183204542235, 0.9713944250328961]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[3.4261916573053952e-06, -3.286620644782443e-05, 0.12499713342654527]","[-0.2400377290837228, -0.0006750905849644277, -0.00021372354413306188]"
42.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9777055644823085, 0.20998054476624842], [-0.0, -0.20998054476624842, 0.9777055644823085]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[4.947909435625734e-06, -3.165659717828048e-05, 0.12501094847437422]","[-0.21219397277649543, -0.000864291879392266, -0.0002256725589685807]"
43.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.9832388400574655, 0.1823221966806275], [-0.0, -0.1823221966806275, 0.9832388400574655]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[6.5175255326201464e-06, -2.290937747436968e-05, 0.12499836392114141]","[-0.18335516654271589, -0.001238177664651536, -0.0002091316185763928]"
44.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9879898494768089, 0.1545187928078404], [-0.0, -0.1545187928078404, 0.9879898494768089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[7.657831975461322e-06, -1.2207465903168774e-05, 0.12495084507461507]","[-0.15440092323398963, -0.0014020853888922153, -0.00023121439566820844]"
45.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, -0.0, 0.0], [0.0, 0.9919548128307955, 0.1265924535737494], [-0.0, -0.1265924535737494, 0.9919548128307955]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.1463311746457893e-05, 1.4489530012871065e-05, 0.12487473018478286]","[-0.12397016615467857, -0.0038410159176530084, 2.19671706016878e-05]"
